Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
SRR3216939_1	(1.0, 2.1164184638200583)	(2.0, 1.1678922325897547)	(3.0, 0.9176296113205215)	(4.0, 0.7044429339430267)	(5.0, 0.5715874683309646)	(6.0, 0.37075943891738244)	(7.0, 0.4109250448000989)	(8.0, 0.3213248470617314)	(9.0, 0.5005252425384663)	('>10', 6.627324970648211)	('>50', 2.484088240746462)	('>100', 8.963109435827722)	('>500', 1.5757276153988753)	('>1k', 19.464870543162576)	('>5k', 21.2321572020021)	('>10k+', 32.571216708892045)
SRR3216940_1	(1.0, 1.317119180758607)	(2.0, 0.7949875362123561)	(3.0, 0.6164521996900896)	(4.0, 0.3907565855959038)	(5.0, 0.3873879943407667)	(6.0, 0.46486559320892)	(7.0, 0.1886411102876777)	(8.0, 0.3233847604931618)	(9.0, 0.12126928518493567)	('>10', 6.272316917065283)	('>50', 1.6708212625480026)	('>100', 5.258370949269016)	('>500', 4.1467358350737715)	('>1k', 15.802061577848145)	('>5k', 0.0)	('>10k+', 62.24482921242337)
SRR3216941_1	(1.0, 2.772037699712716)	(2.0, 2.0261075550627488)	(3.0, 1.194496245148934)	(4.0, 1.1289753540648153)	(5.0, 0.7812106244644926)	(6.0, 0.8467315155486115)	(7.0, 0.5292071972178821)	(8.0, 0.3628849352351192)	(9.0, 0.4082455521395091)	('>10', 5.760798346857517)	('>50', 2.0210674865178166)	('>100', 13.668665893856158)	('>500', 12.322967592359255)	('>1k', 56.176604001814425)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216942_1	(1.0, 2.2337491005037178)	(2.0, 1.4631806188534422)	(3.0, 1.2862796833773087)	(4.0, 0.7315903094267211)	(5.0, 0.7795634444710962)	(6.0, 0.46773806668265777)	(7.0, 0.5247061645478531)	(8.0, 0.3837850803550012)	(9.0, 0.32381866154953226)	('>10', 5.025185895898297)	('>50', 2.749460302230751)	('>100', 7.67270328615975)	('>500', 15.309426721036221)	('>1k', 18.994363156632286)	('>5k', 42.05444950827537)	('>10k+', 0.0)
SRR3216943_1	(1.0, 1.0574736953418282)	(2.0, 0.48643789985724106)	(3.0, 0.42827684661344045)	(4.0, 0.35954105641622164)	(5.0, 0.3965526357531856)	(6.0, 0.5393115846243325)	(7.0, 0.5921852693914239)	(8.0, 0.33839158250938506)	(9.0, 0.4758631629038228)	('>10', 6.011737958018294)	('>50', 0.4335642150901496)	('>100', 3.1512716121186486)	('>500', 0.0)	('>1k', 0.0)	('>5k', 85.72939248136203)	('>10k+', 0.0)
SRR3216944_1	(1.0, 1.2945398615739554)	(2.0, 0.845936939246347)	(3.0, 0.6921302230197385)	(4.0, 0.25634452704434757)	(5.0, 0.704947449371956)	(6.0, 0.845936939246347)	(7.0, 0.53832350679313)	(8.0, 0.8203024865419123)	(9.0, 0.4614201486798257)	('>10', 3.076134324532171)	('>50', 3.255575493463215)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 87.20840810048706)	('>10k+', 0.0)
SRR3216945_1	(1.0, 1.0560662409655464)	(2.0, 0.5052277033190653)	(3.0, 0.378920777489299)	(4.0, 0.3087502631394288)	(5.0, 0.192968914462143)	(6.0, 0.39997193179426005)	(7.0, 0.2701564802470002)	(8.0, 0.3087502631394288)	(9.0, 0.378920777489299)	('>10', 5.732931022384394)	('>50', 1.5191916356746895)	('>100', 2.747175636797418)	('>500', 2.694547751035015)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 83.50642060206302)
SRR3216946_1	(1.0, 0.6911217437533227)	(2.0, 0.29239766081871343)	(3.0, 0.14619883040935672)	(4.0, 0.1417685628211944)	(5.0, 0.11075668970405812)	(6.0, 0.053163211057947905)	(7.0, 0.09303561935140882)	(8.0, 0.177210703526493)	(9.0, 0.3588516746411483)	('>10', 6.282119440014176)	('>50', 0.6290979975190502)	('>100', 0.6113769271664009)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 90.41290093921674)
SRR3216947_1	(1.0, 2.655926853162077)	(2.0, 1.8177860019592904)	(3.0, 1.3715032110591052)	(4.0, 1.1538042886687712)	(5.0, 0.5442473059758355)	(6.0, 0.6857516055295526)	(7.0, 0.8381408512027866)	(8.0, 0.6095569826929357)	(9.0, 0.2938935452269511)	('>10', 6.0792424077500815)	('>50', 1.0721671927723957)	('>100', 11.527157940568195)	('>500', 0.0)	('>1k', 71.35082181343202)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216948_1	(1.0, 2.789216067127651)	(2.0, 1.864656980809572)	(3.0, 1.2353352497863412)	(4.0, 0.776940408670655)	(5.0, 0.8934814699712532)	(6.0, 0.7458627923238288)	(7.0, 0.4350866288555668)	(8.0, 0.5593970942428717)	(9.0, 0.48947245746251267)	('>10', 6.580685261440447)	('>50', 4.280941651775309)	('>100', 10.022531271851449)	('>500', 6.7904591717815235)	('>1k', 23.448061533680367)	('>5k', 39.087871960220646)	('>10k+', 0.0)
SRR3216949_1	(1.0, 1.9883583165919743)	(2.0, 1.4938443311183227)	(3.0, 1.0508422191315097)	(4.0, 0.8241899757894194)	(5.0, 0.4636068613815485)	(6.0, 0.4636068613815485)	(7.0, 0.5769329830525937)	(8.0, 0.4120949878947097)	(9.0, 0.27816411682892905)	('>10', 6.711997115335085)	('>50', 2.1995569978880134)	('>100', 9.735744089012517)	('>500', 5.856900015453562)	('>1k', 18.188842528202752)	('>5k', 49.755318600937514)	('>10k+', 0.0)
SRR3216950_1	(1.0, 1.5366336633663367)	(2.0, 0.7762376237623763)	(3.0, 0.8316831683168318)	(4.0, 0.5069306930693069)	(5.0, 0.4356435643564357)	(6.0, 0.3326732673267327)	(7.0, 0.5544554455445544)	(8.0, 0.25346534653465347)	(9.0, 0.42772277227722777)	('>10', 4.19009900990099)	('>50', 0.0)	('>100', 6.621782178217822)	('>500', 7.152475247524752)	('>1k', 11.572277227722774)	('>5k', 64.80792079207922)	('>10k+', 0.0)
SRR3216951_1	(1.0, 1.3290479499652537)	(2.0, 0.7904794996525365)	(3.0, 0.5472550382209868)	(4.0, 0.5385684503127172)	(5.0, 0.45604586518415563)	(6.0, 0.4169562195969423)	(7.0, 0.39523974982626825)	(8.0, 0.27797081306462823)	(9.0, 0.3518068102849201)	('>10', 6.319492703266157)	('>50', 0.4821056289089645)	('>100', 7.353196664350244)	('>500', 4.008860319666435)	('>1k', 16.843293954134815)	('>5k', 0.0)	('>10k+', 59.889680333564975)
SRR3216952_1	(1.0, 1.1725608226736894)	(2.0, 0.9029345372460496)	(3.0, 0.26335590669676445)	(4.0, 0.3762227238525207)	(5.0, 0.34487083019814396)	(6.0, 0.2257336343115124)	(7.0, 0.4389265111612741)	(8.0, 0.4514672686230248)	(9.0, 0.33860045146726864)	('>10', 3.962879357913218)	('>50', 0.9154752947078003)	('>100', 1.492350137948332)	('>500', 4.382994732881866)	('>1k', 19.88337095560572)	('>5k', 0.0)	('>10k+', 64.84825683471281)
SRR3216953_1	(1.0, 3.905272117358434)	(2.0, 2.7737445551494515)	(3.0, 1.8474941170580284)	(4.0, 1.2617032994542632)	(5.0, 1.101487007460071)	(6.0, 0.4205677664847544)	(7.0, 0.7710409052220497)	(8.0, 0.4806488759825765)	(9.0, 0.3154258248635658)	('>10', 6.448705752766235)	('>50', 4.9166374605717715)	('>100', 17.678866469734142)	('>500', 20.182246032143393)	('>1k', 37.89615981575126)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216954_1	(1.0, 3.726845452032071)	(2.0, 2.3223666021564835)	(3.0, 1.4265966270389827)	(4.0, 1.1501244124965442)	(5.0, 0.6082388719933647)	(6.0, 0.5971799834116671)	(7.0, 0.23223666021564832)	(8.0, 0.5308266519214818)	(9.0, 0.29858999170583356)	('>10', 7.332043129665469)	('>50', 6.1045064970970415)	('>100', 19.104230024882497)	('>500', 19.14846557920929)	('>1k', 37.41774951617363)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216955_1	(1.0, 1.8307322929171668)	(2.0, 1.100440176070428)	(3.0, 0.9153661464585834)	(4.0, 0.4401760704281713)	(5.0, 0.5002000800320128)	(6.0, 0.36014405762304924)	(7.0, 0.5252100840336135)	(8.0, 0.36014405762304924)	(9.0, 0.22509003601440575)	('>10', 5.5372148859543815)	('>50', 2.5910364145658265)	('>100', 8.293317326930772)	('>500', 11.184473789515806)	('>1k', 13.990596238495398)	('>5k', 0.0)	('>10k+', 52.14585834333734)
SRR3216956_1	(1.0, 1.650422352176738)	(2.0, 1.0656270305393112)	(3.0, 0.8576998050682261)	(4.0, 0.31189083820662766)	(5.0, 0.7147498375568551)	(6.0, 0.46783625730994155)	(7.0, 0.5458089668615985)	(8.0, 0.7277452891487979)	(9.0, 0.3508771929824561)	('>10', 3.2878492527615335)	('>50', 1.5204678362573099)	('>100', 6.276803118908382)	('>500', 12.228719948018194)	('>1k', 0.0)	('>5k', 69.99350227420403)	('>10k+', 0.0)
SRR3216957_1	(1.0, 1.8541409147095178)	(2.0, 1.287242658028217)	(3.0, 1.0229742977707685)	(4.0, 0.4603384339968458)	(5.0, 0.4049273262009292)	(6.0, 0.25574357444269213)	(7.0, 0.358041004219769)	(8.0, 0.3750905758492818)	(9.0, 0.42197689783044195)	('>10', 6.108009036272963)	('>50', 2.408251992668684)	('>100', 9.08315928562295)	('>500', 5.843740676015515)	('>1k', 19.142406547035506)	('>5k', 0.0)	('>10k+', 50.973956779335914)
SRR3216958_1	(1.0, 1.2813632094458607)	(2.0, 0.8050449483429492)	(3.0, 0.5031530927143433)	(4.0, 0.7513752851200859)	(5.0, 0.43606601368576414)	(6.0, 0.4025224741714746)	(7.0, 0.7044143298000805)	(8.0, 0.4293573057829062)	(9.0, 0.36227022675432713)	('>10', 3.2201797933717966)	('>50', 1.261237085737287)	('>100', 7.6948879645780215)	('>500', 0.0)	('>1k', 0.0)	('>5k', 82.1481282704951)	('>10k+', 0.0)
SRR3216959_1	(1.0, 3.7089871611982885)	(2.0, 2.757964812173086)	(3.0, 1.4978601997146932)	(4.0, 1.1412268188302426)	(5.0, 1.0699001426533523)	(6.0, 0.5706134094151213)	(7.0, 0.6657156443176415)	(8.0, 0.4438104295450943)	(9.0, 0.21398002853067047)	('>10', 6.038991916310033)	('>50', 3.510857505151371)	('>100', 19.844666349659217)	('>500', 3.9942938659058487)	('>1k', 54.54113171659534)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216960_1	(1.0, 2.4537444933920702)	(2.0, 1.7004405286343611)	(3.0, 1.2026431718061674)	(4.0, 0.6167400881057269)	(5.0, 0.7709251101321586)	(6.0, 0.6343612334801763)	(7.0, 0.46255506607929514)	(8.0, 0.6343612334801763)	(9.0, 0.39647577092511016)	('>10', 5.537444933920705)	('>50', 1.4361233480176212)	('>100', 10.127753303964758)	('>500', 16.17180616740088)	('>1k', 21.515418502202643)	('>5k', 36.33920704845815)	('>10k+', 0.0)
SRR3216961_1	(1.0, 2.3935357064861322)	(2.0, 1.8169906093033414)	(3.0, 1.3758462546407513)	(4.0, 0.9783795588556453)	(5.0, 0.8298755186721992)	(6.0, 0.681371478488753)	(7.0, 1.0395282812841233)	(8.0, 0.419305525223848)	(9.0, 0.35378903690762176)	('>10', 3.9571958943000656)	('>50', 1.7602096527626117)	('>100', 7.416466477396812)	('>500', 10.28608866564752)	('>1k', 66.69141734003058)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216962_1	(1.0, 4.181109185441941)	(2.0, 2.55632582322357)	(3.0, 2.274696707105719)	(4.0, 1.386481802426343)	(5.0, 0.5415944540727903)	(6.0, 0.12998266897746968)	(7.0, 0.30329289428076256)	(8.0, 0.8665511265164645)	(9.0, 0.389948006932409)	('>10', 3.3578856152513)	('>50', 8.253899480069324)	('>100', 24.97833622183709)	('>500', 17.547660311958406)	('>1k', 33.23223570190642)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216963_1	(1.0, 2.1936216990686987)	(2.0, 1.4179491613349473)	(3.0, 1.1116326177713)	(4.0, 0.8991872730416739)	(5.0, 0.7534398853783256)	(6.0, 0.6373360341888787)	(7.0, 0.5014698253501643)	(8.0, 0.4742965835824214)	(9.0, 0.55581630888565)	('>10', 4.624391689928609)	('>50', 1.3141967836762924)	('>100', 10.009634149354017)	('>500', 7.769076850868309)	('>1k', 24.053259553864777)	('>5k', 43.684691583705934)	('>10k+', 0.0)
SRR3216964_1	(1.0, 2.4967148488830486)	(2.0, 2.076215505913272)	(3.0, 1.3009198423127464)	(4.0, 1.0512483574244416)	(5.0, 0.7555847568988173)	(6.0, 1.2614980289093298)	(7.0, 0.6438896189224704)	(8.0, 0.47306176084099866)	(9.0, 0.354796320630749)	('>10', 3.942181340341656)	('>50', 0.9592641261498028)	('>100', 6.333771353482261)	('>500', 13.390275952693823)	('>1k', 64.96057818659658)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216965_1	(1.0, 2.9744944054486067)	(2.0, 1.890332893182292)	(3.0, 1.5428452289943706)	(4.0, 0.9729654597261796)	(5.0, 0.799221627632219)	(6.0, 0.7505733546459101)	(7.0, 0.9243171867398708)	(8.0, 0.33358815762040445)	(9.0, 0.6254777955382584)	('>10', 4.565987907429286)	('>50', 3.5860726944193484)	('>100', 11.189102786851066)	('>500', 9.09722704843978)	('>1k', 60.74779345333241)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216966_1	(1.0, 2.575190709878043)	(2.0, 2.0115640639424712)	(3.0, 1.3410427092949808)	(4.0, 1.107817890287158)	(5.0, 0.7531218113794276)	(6.0, 0.7288275593994461)	(7.0, 0.5101792915796123)	(8.0, 0.6219328506875273)	(9.0, 0.3935668820757009)	('>10', 3.0902288518536514)	('>50', 3.3720421748214373)	('>100', 12.526116320878481)	('>500', 2.61892036344201)	('>1k', 68.34944852048005)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216967_1	(1.0, 1.0900499382484026)	(2.0, 0.8269344359125812)	(3.0, 0.5960371583525748)	(4.0, 0.3866186973097782)	(5.0, 0.5638189335767599)	(6.0, 0.4832733716372228)	(7.0, 0.3758792890511733)	(8.0, 0.214788165172099)	(9.0, 0.4832733716372228)	('>10', 6.556408741878323)	('>50', 1.3155775116791064)	('>100', 1.0900499382484026)	('>500', 4.623315255329431)	('>1k', 9.34865488911561)	('>5k', 0.0)	('>10k+', 72.04532030285131)
SRR3216968_1	(1.0, 1.157598809326939)	(2.0, 0.6780221597486357)	(3.0, 0.5705308417397056)	(4.0, 0.3968910203406648)	(5.0, 0.2480568877129155)	(6.0, 0.34727964279808166)	(7.0, 0.34727964279808166)	(8.0, 0.46303952373077556)	(9.0, 0.14883413262774928)	('>10', 4.514635356375062)	('>50', 0.0)	('>100', 5.821068298329751)	('>500', 7.160575491979494)	('>1k', 0.0)	('>5k', 78.14618819249215)	('>10k+', 0.0)
SRR3216969_1	(1.0, 0.879144538538826)	(2.0, 0.5956652791732453)	(3.0, 0.4090713362996986)	(4.0, 0.3588345055260514)	(5.0, 0.26912587914453856)	(6.0, 0.2798909143103201)	(7.0, 0.1758289077077652)	(8.0, 0.34448112530500935)	(9.0, 0.09688531649203387)	('>10', 6.659968422563514)	('>50', 1.8049375627960385)	('>100', 0.5310750681785561)	('>500', 0.0)	('>1k', 11.080809530644467)	('>5k', 0.0)	('>10k+', 76.51428161331994)
SRR3216970_1	(1.0, 1.0493729996327195)	(2.0, 0.7030799097539221)	(3.0, 0.2990713048953251)	(4.0, 0.3357993598824702)	(5.0, 0.23610892491736185)	(6.0, 0.31481189988981584)	(7.0, 0.29382443989716145)	(8.0, 0.1678996799412351)	(9.0, 0.09444356996694475)	('>10', 5.808279552967102)	('>50', 0.6086363397869773)	('>100', 3.709533553701663)	('>500', 0.0)	('>1k', 10.310089721391469)	('>5k', 0.0)	('>10k+', 76.06904874337583)
SRR3216971_1	(1.0, 2.6806205820251536)	(2.0, 1.5973561002478658)	(3.0, 0.936381162214266)	(4.0, 0.6058936931974662)	(5.0, 0.6196640044064996)	(6.0, 0.4131093362709997)	(7.0, 0.7068759753970439)	(8.0, 0.4406499586890664)	(9.0, 0.37179840264389974)	('>10', 7.578261268704672)	('>50', 4.925181309097586)	('>100', 15.275865234554301)	('>500', 6.040576517029285)	('>1k', 31.203525199669514)	('>5k', 26.604241255852383)	('>10k+', 0.0)
SRR3216972_1	(1.0, 2.6301502081196837)	(2.0, 1.773541654099053)	(3.0, 1.5744706521083431)	(4.0, 1.0134523737708874)	(5.0, 0.6635700066357001)	(6.0, 0.8686734632321893)	(7.0, 0.5489533691258973)	(8.0, 0.43433673161609465)	(9.0, 0.8143813717801774)	('>10', 5.972130059721301)	('>50', 5.368884599143391)	('>100', 12.396694214876034)	('>500', 12.698316945164986)	('>1k', 53.24244435060626)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216973_1	(1.0, 2.421730118904767)	(2.0, 1.6653939856732483)	(3.0, 0.9490563979491655)	(4.0, 0.7563361332315188)	(5.0, 0.6908839678557144)	(6.0, 0.4581651576306316)	(7.0, 0.43271153776226323)	(8.0, 0.4363477691720301)	(9.0, 0.4581651576306316)	('>10', 6.312497727355369)	('>50', 1.7381186138685865)	('>100', 13.403148976400859)	('>500', 9.508745136540488)	('>1k', 34.15148540053089)	('>5k', 26.61721391949384)	('>10k+', 0.0)
SRR3216974_1	(1.0, 1.6666666666666667)	(2.0, 1.1111111111111112)	(3.0, 0.8950617283950617)	(4.0, 0.7407407407407408)	(5.0, 0.668724279835391)	(6.0, 0.8641975308641975)	(7.0, 0.21604938271604937)	(8.0, 0.411522633744856)	(9.0, 0.2777777777777778)	('>10', 4.331275720164609)	('>50', 1.337448559670782)	('>100', 5.102880658436214)	('>500', 0.0)	('>1k', 16.790123456790123)	('>5k', 65.58641975308642)	('>10k+', 0.0)
SRR3216975_1	(1.0, 2.319854847071021)	(2.0, 1.6653706583722137)	(3.0, 0.9817262830482115)	(4.0, 0.7387247278382582)	(5.0, 0.5670036288232244)	(6.0, 0.505443234836703)	(7.0, 0.4989631933644375)	(8.0, 0.5702436495593572)	(9.0, 0.5248833592534992)	('>10', 6.337480559875583)	('>50', 1.8921721099015034)	('>100', 16.747667185069982)	('>500', 2.0736132711249353)	('>1k', 16.773587350959048)	('>5k', 47.80326594090202)	('>10k+', 0.0)
SRR3216976_1	(1.0, 1.059980054138766)	(2.0, 0.632568741986038)	(3.0, 0.41031485966661924)	(4.0, 0.3305314147314432)	(5.0, 0.256446787291637)	(6.0, 0.18806097734720045)	(7.0, 0.11967516740276393)	(8.0, 0.13677161988887304)	(9.0, 0.20515742983330962)	('>10', 5.61618464168685)	('>50', 1.2679868927197608)	('>100', 3.2711212423422142)	('>500', 5.009260578429975)	('>1k', 12.261005841287933)	('>5k', 0.0)	('>10k+', 69.23493375124661)
SRR3216977_1	(1.0, 2.7293322305728362)	(2.0, 1.905857815815024)	(3.0, 1.2298176849221476)	(4.0, 0.8342622891869539)	(5.0, 0.6292926750332626)	(6.0, 0.6256967168902154)	(7.0, 0.35240389801862704)	(8.0, 0.3164443165881549)	(9.0, 0.3236362328742493)	('>10', 5.929734977884857)	('>50', 1.941817397245496)	('>100', 19.52245675860333)	('>500', 14.049408464885468)	('>1k', 19.918012154338523)	('>5k', 29.69182638714085)	('>10k+', 0.0)
SRR3216978_1	(1.0, 2.0088057237204184)	(2.0, 1.3667217024399194)	(3.0, 0.8805723720418271)	(4.0, 0.5503577325261421)	(5.0, 0.366905155017428)	(6.0, 0.7980187121629059)	(7.0, 0.5136672170243992)	(8.0, 0.5136672170243992)	(9.0, 0.41276829939460646)	('>10', 5.60906255732893)	('>50', 2.8664465235736563)	('>100', 6.081452944413869)	('>500', 7.150064208402128)	('>1k', 27.485782425243077)	('>5k', 43.39570720968629)	('>10k+', 0.0)
SRR3216979_1	(1.0, 1.0893155258764606)	(2.0, 0.5342237061769616)	(3.0, 0.42570951585976624)	(4.0, 0.41736227045075125)	(5.0, 0.25041736227045075)	(6.0, 0.25041736227045075)	(7.0, 0.14607679465776294)	(8.0, 0.1335559265442404)	(9.0, 0.22537562604340566)	('>10', 5.388146911519199)	('>50', 1.010016694490818)	('>100', 1.686143572621035)	('>500', 3.5016694490818034)	('>1k', 10.121035058430717)	('>5k', 0.0)	('>10k+', 74.82053422370618)
SRR3216980_1	(1.0, 1.5749409397147605)	(2.0, 0.9624639076034648)	(3.0, 0.7874704698573802)	(4.0, 0.41998425059060285)	(5.0, 0.7874704698573802)	(6.0, 0.7874704698573802)	(7.0, 0.3062385160556479)	(8.0, 0.9099658762796395)	(9.0, 0.3937352349286901)	('>10', 3.0886341762183918)	('>50', 1.8899291276577128)	('>100', 2.5111558316563127)	('>500', 7.63846355761659)	('>1k', 33.23125382798145)	('>5k', 44.71082334412459)	('>10k+', 0.0)
SRR3216981_1	(1.0, 1.0747078464106845)	(2.0, 0.7408180300500835)	(3.0, 0.35997495826377296)	(4.0, 0.27128547579298834)	(5.0, 0.20868113522537562)	(6.0, 0.2191151919866444)	(7.0, 0.2556343906510852)	(8.0, 0.2921535893155259)	(9.0, 0.046953255425709516)	('>10', 6.969949916527546)	('>50', 2.227671118530885)	('>100', 3.3858514190317197)	('>500', 0.0)	('>1k', 8.21160267111853)	('>5k', 0.0)	('>10k+', 75.73560100166945)
SRR3216982_1	(1.0, 1.1707482608449749)	(2.0, 0.8483683049601266)	(3.0, 0.6108251795712912)	(4.0, 0.633448334370228)	(5.0, 0.5938578134720887)	(6.0, 0.542955715174481)	(7.0, 0.3959052089813925)	(8.0, 0.4072167863808608)	(9.0, 0.6617272778688987)	('>10', 3.0541258978564563)	('>50', 1.334766133137266)	('>100', 3.597081613030937)	('>500', 0.0)	('>1k', 15.344154742378823)	('>5k', 70.80481873197218)	('>10k+', 0.0)
SRR3216983_1	(1.0, 1.9164892139616703)	(2.0, 1.151745208776965)	(3.0, 0.8165910563836682)	(4.0, 0.5777242847884455)	(5.0, 0.5462457179890751)	(6.0, 0.5110637903897787)	(7.0, 0.5314322747893714)	(8.0, 0.3407091935931858)	(9.0, 0.24997685399500047)	('>10', 6.071660031478567)	('>50', 3.4385705027312286)	('>100', 8.584390334228312)	('>500', 2.670123136746598)	('>1k', 28.041847977039165)	('>5k', 19.190815665216185)	('>10k+', 25.360614757892787)
SRR3216984_1	(1.0, 1.5917602996254683)	(2.0, 1.2938372488934287)	(3.0, 0.9065372829417773)	(4.0, 0.5107252298263534)	(5.0, 0.6171263193735104)	(6.0, 0.43411644535240035)	(7.0, 0.32771535580524347)	(8.0, 0.17024174327545114)	(9.0, 0.3447395301327886)	('>10', 5.3796390875042555)	('>50', 1.740721824991488)	('>100', 6.571331290432414)	('>500', 17.053966632618316)	('>1k', 18.062648961525365)	('>5k', 0.0)	('>10k+', 44.99489274770173)
SRR3216985_1	(1.0, 1.3795964939577823)	(2.0, 0.8194595715989834)	(3.0, 0.6534930760852653)	(4.0, 0.37342461490586587)	(5.0, 0.23339038431616616)	(6.0, 0.6223743581764432)	(7.0, 0.29044136714900676)	(8.0, 0.5808827342980135)	(9.0, 0.6534930760852653)	('>10', 4.5692650796120535)	('>50', 2.3339038431616617)	('>100', 3.6045848244385663)	('>500', 0.0)	('>1k', 8.18940926300503)	('>5k', 75.6962813132099)	('>10k+', 0.0)
SRR3216986_1	(1.0, 1.4317425083240842)	(2.0, 1.021087680355161)	(3.0, 0.6659267480577136)	(4.0, 0.5327413984461709)	(5.0, 0.9433962264150944)	(6.0, 0.4661487236403996)	(7.0, 0.31076581576026635)	(8.0, 1.1542730299667037)	(9.0, 0.2996670366259711)	('>10', 4.13984461709212)	('>50', 0.0)	('>100', 0.0)	('>500', 19.23418423973363)	('>1k', 0.0)	('>5k', 69.80022197558269)	('>10k+', 0.0)
SRR3216987_1	(1.0, 2.1840873634945397)	(2.0, 1.1232449297971918)	(3.0, 1.216848673946958)	(4.0, 0.62402496099844)	(5.0, 0.62402496099844)	(6.0, 0.748829953198128)	(7.0, 0.21840873634945399)	(8.0, 0.49921996879875197)	(9.0, 0.8424336973478939)	('>10', 1.4352574102964117)	('>50', 2.8705148205928235)	('>100', 0.0)	('>500', 18.096723868954758)	('>1k', 69.5163806552262)	('>5k', 0.0)	('>10k+', 0.0)
SRR3216988_1	(1.0, 1.0493245366006911)	(2.0, 0.5655042412818096)	(3.0, 0.4524033930254477)	(4.0, 0.5026704366949418)	(5.0, 0.5026704366949418)	(6.0, 0.49010367577756836)	(7.0, 0.17593465284322965)	(8.0, 0.40213634935595355)	(9.0, 0.3393025447690857)	('>10', 5.49167452089224)	('>50', 0.41470311027332707)	('>100', 0.0)	('>500', 3.7511781338360035)	('>1k', 17.562048382029534)	('>5k', 0.0)	('>10k+', 68.30034558592523)
SRR3216989_1	(1.0, 1.8177787630237197)	(2.0, 1.12106913259651)	(3.0, 0.7220445260791082)	(4.0, 0.4180257782563258)	(5.0, 0.459194983690661)	(6.0, 0.49403046521202143)	(7.0, 0.4876967412990468)	(8.0, 0.43069322608227506)	(9.0, 0.2565158184754726)	('>10', 7.3186179814421894)	('>50', 4.373436361908984)	('>100', 6.1500459194983685)	('>500', 11.622383380308452)	('>1k', 14.393387592234856)	('>5k', 49.93507932989201)	('>10k+', 0.0)
SRR3216990_1	(1.0, 2.9266879165459287)	(2.0, 2.086351782092147)	(3.0, 1.5473775717183427)	(4.0, 1.0663575775137641)	(5.0, 1.0431758910460736)	(6.0, 0.5563604752245725)	(7.0, 0.5273833671399595)	(8.0, 0.5099971022891916)	(9.0, 0.41727035641842947)	('>10', 6.531440162271805)	('>50', 3.6221385105766446)	('>100', 16.43002028397566)	('>500', 10.576644450883801)	('>1k', 52.158794552303675)	('>5k', 0.0)	('>10k+', 0.0)
